# 2023-01-31 00:44:08.782709
LOCATION	TRANSLITERATE	TRANSLATE
(16,74,3)	لِلَّهِ	bagi Allah
(16,74,4)	ٱلْأَمْثَالَۚ	perumpamaan (sekutu-sekutu)
(16,74,5)	إِنَّ	sesungguhnya
(16,74,6)	ٱللَّهَ	Allah
(16,74,7)	يَعْلَمُ	mengetahui
(16,74,8)	وَأَنتُمْ	dan kalian
(16,74,9)	لَا	tidak
(16,74,10)	تَعْلَمُونَ	(kalian) mengetahui
(16,75,1)	ضَرَبَ	membuat
(16,75,2)	ٱللَّهُ	Allah
(16,75,3)	مَثَلًا	perumpamaan
(16,75,4)	عَبْدًا	hamba
(16,75,5)	مَّمْلُوكًا	dimiliki
(16,75,6)	لَّا	tidak
(16,75,7)	يَقْدِرُ	berkuasa
(16,75,8)	عَلَىٰ	atas
(16,75,9)	شَىْءٍ	sesuatu
(16,75,10)	وَمَن	dan orang
(16,75,11)	رَّزَقْنَٰهُ	Kami beri rezkinya
(16,75,12)	مِنَّا	dari Kami
(16,75,13)	رِزْقًا	rezki
(16,75,14)	حَسَنًا	baik
(16,75,15)	فَهُوَ	maka/lalu dia
(16,75,16)	يُنفِقُ	menafkahkan
(16,75,17)	مِنْهُ	sebagian daripadanya
(16,75,18)	سِرًّا	sembunyi
(16,75,19)	وَجَهْرًاۖ	dan terang-terangan
(16,75,20)	هَلْ	apakah
(16,75,21)	يَسْتَوُۥنَۚ	mereka sama
(16,75,22)	ٱلْحَمْدُ	segala puji
(16,75,23)	لِلَّهِۚ	bagi Allah
(16,75,24)	بَلْ	bahkan/tetapi
(16,75,25)	أَكْثَرُهُمْ	kebanyakan mereka
(16,75,26)	لَا	tidak
(16,75,27)	يَعْلَمُونَ	mereka mengetahui
(16,76,1)	وَضَرَبَ	dan membuat
(16,76,2)	ٱللَّهُ	Allah
(16,76,3)	مَثَلًا	perumpamaan
(16,76,4)	رَّجُلَيْنِ	dua orang laki-laki
(16,76,5)	أَحَدُهُمَآ	salah satu dari keduanya
(16,76,6)	أَبْكَمُ	bisu
(16,76,7)	لَا	tidak
(16,76,8)	يَقْدِرُ	dia berkuasa
(16,76,9)	عَلَىٰ	atas
(16,76,10)	شَىْءٍ	sesuatu
(16,76,11)	وَهُوَ	dan dia
(16,76,12)	كَلٌّ	bergantung
(16,76,13)	عَلَىٰ	atas
(16,76,14)	مَوْلَىٰهُ	tuannya
(16,76,15)	أَيْنَمَا	dimana saja
(16,76,16)	يُوَجِّههُّ	dihadapkannya
(16,76,17)	لَا	tidak
(16,76,18)	يَأْتِ	dia mendatangkan
(16,76,19)	بِخَيْرٍۖ	dengan kebaikan
(16,76,20)	هَلْ	apakah
(16,76,21)	يَسْتَوِى	sama
(16,76,22)	هُوَ	dia
(16,76,23)	وَمَن	dan orang
(16,76,24)	يَأْمُرُ	menyuruh
(16,76,25)	بِٱلْعَدْلِۙ	dengan adil
(16,76,26)	وَهُوَ	dan dia
(16,76,27)	عَلَىٰ	atas
(16,76,28)	صِرَٰطٍ	jalan
(16,76,29)	مُّسْتَقِيمٍ	lurus
(16,77,1)	وَلِلَّهِ	dan bagi Allah
(16,77,2)	غَيْبُ	kegaiban
(16,77,3)	ٱلسَّمَٰوَٰتِ	langit(jamak)
(16,77,4)	وَٱلْأَرْضِۚ	dan bumi
(16,77,5)	وَمَآ	dan tidaklah
(16,77,6)	أَمْرُ	urusan
(16,77,7)	ٱلسَّاعَةِ	kiamat
(16,77,8)	إِلَّا	melainkan
(16,77,9)	كَلَمْحِ	seperti sekejap
(16,77,10)	ٱلْبَصَرِ	penglihatan mata
(16,77,11)	أَوْ	atau
(16,77,12)	هُوَ	dia
(16,77,13)	أَقْرَبُۚ	lebih dekat
(16,77,14)	إِنَّ	sesungguhnya
(16,77,15)	ٱللَّهَ	Allah
(16,77,16)	عَلَىٰ	atas
(16,77,17)	كُلِّ	segala
(16,77,18)	شَىْءٍ	sesuatu
(16,77,19)	قَدِيرٌ	Maha Kuasa
(16,78,1)	وَٱللَّهُ	dan Allah
(16,78,2)	أَخْرَجَكُم	mengeluarkan kamu
(16,78,3)	مِّنۢ	dari
(16,78,4)	بُطُونِ	perut
(16,78,5)	أُمَّهَٰتِكُمْ	ibu-ibu kamu
(16,78,6)	لَا	tidak
(16,78,7)	تَعْلَمُونَ	(kalian) mengetahui
(16,78,8)	شَيْـًٔا	sesuatu
(16,78,9)	وَجَعَلَ	dan Dia jadikan (berikan)
(16,78,10)	لَكُمُ	bagi kalian
(16,78,11)	ٱلسَّمْعَ	pendengaran
(16,78,12)	وَٱلْأَبْصَٰرَ	dan penglihatan
(16,78,13)	وَٱلْأَفْـِٔدَةَۙ	dan hati
(16,78,14)	لَعَلَّكُمْ	agar kalian
(16,78,15)	تَشْكُرُونَ	kalian bersyukur
(16,79,1)	أَلَمْ	tidaklah
(16,79,2)	يَرَوْا۟	mereka memperhatikan
(16,79,3)	إِلَى	kepada
(16,79,4)	ٱلطَّيْرِ	burung
(16,79,5)	مُسَخَّرَٰتٍ	ditundukkan/dimudahkan
(16,79,6)	فِى	di
(16,79,7)	جَوِّ	awan
(16,79,8)	ٱلسَّمَآءِ	langit
(16,79,9)	مَا	tidak ada
(16,79,10)	يُمْسِكُهُنَّ	menahannya
(16,79,11)	إِلَّا	melainkan
(16,79,12)	ٱللَّهُۗ	Allah
(16,79,13)	إِنَّ	sesungguhnya
(16,79,14)	فِى	pada
(16,79,15)	ذَٰلِكَ	demikian
(16,79,16)	لَءَايَٰتٍ	sungguh tanda-tanda
(16,79,17)	لِّقَوْمٍ	bagi kaum
(16,79,18)	يُؤْمِنُونَ	mereka beriman
(16,80,1)	وَٱللَّهُ	dan Allah
(16,80,2)	جَعَلَ	menjadikan
(16,80,3)	لَكُم	bagi kalian
(16,80,4)	مِّنۢ	dari
(16,80,5)	بُيُوتِكُمْ	rumah-rumahmu
(16,80,6)	سَكَنًا	tempat tinggal
(16,80,7)	وَجَعَلَ	dan menjadikan
(16,80,8)	لَكُم	bagi kalian
(16,80,9)	مِّن	dari
(16,80,10)	جُلُودِ	kulit
(16,80,11)	ٱلْأَنْعَٰمِ	binatang ternak
(16,80,12)	بُيُوتًا	rumah-rumah
(16,80,13)	تَسْتَخِفُّونَهَا	kamu merasa ringannya
(16,80,14)	يَوْمَ	hari/diwaktu
(16,80,15)	ظَعْنِكُمْ	perjalananmu
(16,80,16)	وَيَوْمَ	dan hari/diwaktu
(16,80,17)	إِقَامَتِكُمْۙ	berhentimu
(16,80,18)	وَمِنْ	dan dari
(16,80,19)	أَصْوَافِهَا	bulu-bulunya (domba)
(16,80,20)	وَأَوْبَارِهَا	dan bulu-bulunya (unta)
(16,80,21)	وَأَشْعَارِهَآ	dan rambutnya (kambing)
(16,80,22)	أَثَٰثًا	perkakas rumah tangga
(16,80,23)	وَمَتَٰعًا	dan kesenangan (perhiasan)
(16,80,24)	إِلَىٰ	sampai
(16,80,25)	حِينٍ	waktu
(16,81,1)	وَٱللَّهُ	dan Allah
(16,81,2)	جَعَلَ	menjadikan
(16,81,3)	لَكُم	bagi kalian
(16,81,4)	مِّمَّا	dari apa
(16,81,5)	خَلَقَ	Dia ciptakan
(16,81,6)	ظِلَٰلًا	naungan/tempat berteduh
(16,81,7)	وَجَعَلَ	dan Dia jadikan
(16,81,8)	لَكُم	bagi kalian
(16,81,9)	مِّنَ	dari
(16,81,10)	ٱلْجِبَالِ	gunung-gunung
(16,81,11)	أَكْنَٰنًا	tempat tinggal
(16,81,12)	وَجَعَلَ	dan Dia jadikan
(16,81,13)	لَكُمْ	bagi kalian
(16,81,14)	سَرَٰبِيلَ	pakaian
(16,81,15)	تَقِيكُمُ	melindungimu/memeliharamu
(16,81,16)	ٱلْحَرَّ	panas
(16,81,17)	وَسَرَٰبِيلَ	dan pakaian
(16,81,18)	تَقِيكُم	melindungimu/memeliharamu
(16,81,19)	بَأْسَكُمْۚ	peperanganmu
(16,81,20)	كَذَٰلِكَ	demikianlah
(16,81,21)	يُتِمُّ	Dia menyempurnakan
(16,81,22)	نِعْمَتَهُۥ	nikmatNya
(16,81,23)	عَلَيْكُمْ	atas kalian
(16,81,24)	لَعَلَّكُمْ	agar kalian
(16,81,25)	تُسْلِمُونَ	kamu berserah diri
(16,82,1)	فَإِن	maka jika
(16,82,2)	تَوَلَّوْا۟	mereka berpaling
(16,82,3)	فَإِنَّمَا	maka sesungguhnya hanyalah
(16,82,4)	عَلَيْكَ	atasmu
(16,82,5)	ٱلْبَلَٰغُ	penyampaian
(16,82,6)	ٱلْمُبِينُ	nyata
(16,83,1)	يَعْرِفُونَ	mereka mengetahui
(16,83,2)	نِعْمَتَ	nikmat
(16,83,3)	ٱللَّهِ	Allah
(16,83,4)	ثُمَّ	kemudian
(16,83,5)	يُنكِرُونَهَا	mereka mengingkarinya
(16,83,6)	وَأَكْثَرُهُمُ	dan kebanyakan mereka
(16,83,7)	ٱلْكَٰفِرُونَ	orang-orang yang kafir
(16,84,1)	وَيَوْمَ	dan dihari
(16,84,2)	نَبْعَثُ	Kami membangkitkan
(16,84,3)	مِن	dari
(16,84,4)	كُلِّ	setiap/tiap-tiap
(16,84,5)	أُمَّةٍ	umat
(16,84,6)	شَهِيدًا	seorang saksi
(16,84,7)	ثُمَّ	kemudian
(16,84,8)	لَا	tidak
(16,84,9)	يُؤْذَنُ	diizinkan
(16,84,10)	لِلَّذِينَ	bagi orang-orang yang
(16,84,11)	كَفَرُوا۟	kafir/ingkar
(16,84,12)	وَلَا	dan tidak
(16,84,13)	هُمْ	mereka
(16,84,14)	يُسْتَعْتَبُونَ	mereka dibolehkan minta maaf
(16,85,1)	وَإِذَا	dan ketika
(16,85,2)	رَءَا	menyaksikan
(16,85,3)	ٱلَّذِينَ	orang-orang yang
(16,85,4)	ظَلَمُوا۟	(mereka) zalim
(16,85,5)	ٱلْعَذَابَ	azab
(16,85,6)	فَلَا	maka tidak
(16,85,7)	يُخَفَّفُ	diringankan
(16,85,8)	عَنْهُمْ	dari mereka
(16,85,9)	وَلَا	dan tidak
(16,85,10)	هُمْ	mereka
(16,85,11)	يُنظَرُونَ	mereka diberi tangguh
(16,86,1)	وَإِذَا	dan ketika
(16,86,2)	رَءَا	melihat
(16,86,3)	ٱلَّذِينَ	orang-orang yang
(16,86,4)	أَشْرَكُوا۟	(mereka) mempersekutukan
(16,86,5)	شُرَكَآءَهُمْ	sekutu-sekutu mereka
(16,86,6)	قَالُوا۟	mereka berkata
(16,86,7)	رَبَّنَا	ya Tuhan kami
(16,86,8)	هَٰٓؤُلَآءِ	mereka ini
(16,86,9)	شُرَكَآؤُنَا	sekutu-sekutu kami
(16,86,10)	ٱلَّذِينَ	orang-orang yang
(16,86,11)	كُنَّا	adalah kami
(16,86,12)	نَدْعُوا۟	kami menyeru/menyembah
(16,86,13)	مِن	dari
(16,86,14)	دُونِكَۖ	selain Engkau
(16,86,15)	فَأَلْقَوْا۟	maka mereka hadapkan/katakan
(16,86,16)	إِلَيْهِمُ	kepada mereka
(16,86,17)	ٱلْقَوْلَ	perkataan
(16,86,18)	إِنَّكُمْ	sesungguhnya kalian
(16,86,19)	لَكَٰذِبُونَ	sungguh orang-orang pendusta
(16,87,1)	وَأَلْقَوْا۟	dan mereka dihadapkan
(16,87,2)	إِلَى	kepada
(16,87,3)	ٱللَّهِ	Allah
(16,87,4)	يَوْمَئِذٍ	pada hari itu
(16,87,5)	ٱلسَّلَمَۖ	penyerahan/tunduk
(16,87,6)	وَضَلَّ	dan sesat/hilang
(16,87,7)	عَنْهُم	dari mereka
(16,87,8)	مَّا	apa
(16,87,9)	كَانُوا۟	adalah mereka
(16,87,10)	يَفْتَرُونَ	mereka ada-adakan
(16,88,1)	ٱلَّذِينَ	orang-orang yang
(16,88,2)	كَفَرُوا۟	kafir/ingkar
(16,88,3)	وَصَدُّوا۟	dan mereka menghalang-halangi
(16,88,4)	عَن	dari
(16,88,5)	سَبِيلِ	jalan
(16,88,6)	ٱللَّهِ	Allah
(16,88,7)	زِدْنَٰهُمْ	Kami tambahkan kepada mereka
(16,88,8)	عَذَابًا	siksaan
(16,88,9)	فَوْقَ	diatas
(16,88,10)	ٱلْعَذَابِ	siksa
(16,88,11)	بِمَا	dengan apa/disebabkan
(16,88,12)	كَانُوا۟	adalah mereka
(16,88,13)	يُفْسِدُونَ	mereka membuat kerusakan
(16,89,1)	وَيَوْمَ	dan dihari
(16,89,2)	نَبْعَثُ	Kami membangkitkan
(16,89,3)	فِى	pada
(16,89,4)	كُلِّ	tiap-tiap
(16,89,5)	أُمَّةٍ	umat
(16,89,6)	شَهِيدًا	seorang saksi
(16,89,7)	عَلَيْهِم	atas mereka
(16,89,8)	مِّنْ	dari
(16,89,9)	أَنفُسِهِمْۖ	diri mereka
(16,89,10)	وَجِئْنَا	dan Kami datangkan
(16,89,11)	بِكَ	dengan kamu
(16,89,12)	شَهِيدًا	menjadi saksi
(16,89,13)	عَلَىٰ	atas
(16,89,14)	هَٰٓؤُلَآءِۚ	mereka itu
(16,89,15)	وَنَزَّلْنَا	dan Kami turunkan
(16,89,16)	عَلَيْكَ	atasmu
(16,89,17)	ٱلْكِتَٰبَ	Kitab
(16,89,18)	تِبْيَٰنًا	penjelasan
(16,89,19)	لِّكُلِّ	bagi tiap-tiap
(16,89,20)	شَىْءٍ	sesuatu
(16,89,21)	وَهُدًى	dan petunjuk
(16,89,22)	وَرَحْمَةً	dan rahmat
(16,89,23)	وَبُشْرَىٰ	dan kabar gembira
(16,89,24)	لِلْمُسْلِمِينَ	bagi orang-orang yang berserah diri
(16,90,1)	إِنَّ	sesungguhnya
(16,90,2)	ٱللَّهَ	Allah
(16,90,3)	يَأْمُرُ	Dia menyuruh
(16,90,4)	بِٱلْعَدْلِ	dengan keadilan
(16,90,5)	وَٱلْإِحْسَٰنِ	dan kebaikan
(16,90,6)	وَإِيتَآئِ	mendatangkan
(16,90,7)	ذِى	memiliki hubungan
(16,90,8)	ٱلْقُرْبَىٰ	kerabat
(16,90,9)	وَيَنْهَىٰ	dan Dia melarang
(16,90,10)	عَنِ	dari
(16,90,11)	ٱلْفَحْشَآءِ	perbuatan keji
(16,90,12)	وَٱلْمُنكَرِ	dan munkar
(16,90,13)	وَٱلْبَغْىِۚ	dan kedurhakaan
(16,90,14)	يَعِظُكُمْ	Dia memberi pengajaran kepadamu
(16,90,15)	لَعَلَّكُمْ	agar kalian
(16,90,16)	تَذَكَّرُونَ	kamu ingat/mengerti
(16,91,1)	وَأَوْفُوا۟	dan penuhilah
(16,91,2)	بِعَهْدِ	dengan janji
(16,91,3)	ٱللَّهِ	Allah
(16,91,4)	إِذَا	apabila
(16,91,5)	عَٰهَدتُّمْ	kamu berjanji
(16,91,6)	وَلَا	dan jangan
(16,91,7)	تَنقُضُوا۟	kamu rusak/langgar
(16,91,8)	ٱلْأَيْمَٰنَ	sumpah-sumpah
(16,91,9)	بَعْدَ	sesudah
(16,91,10)	تَوْكِيدِهَا	peneguhannya
(16,91,11)	وَقَدْ	dan sesungguhnya
(16,91,12)	جَعَلْتُمُ	kamu telah menjadikan
(16,91,13)	ٱللَّهَ	Allah
(16,91,14)	عَلَيْكُمْ	atas kalian
(16,91,15)	كَفِيلًاۚ	jaminan/saksi
(16,91,16)	إِنَّ	sesungguhnya
(16,91,17)	ٱللَّهَ	Allah
(16,91,18)	يَعْلَمُ	Dia mengetahui
(16,91,19)	مَا	apa
(16,91,20)	تَفْعَلُونَ	kamu kerjakan
(16,92,1)	وَلَا	dan jangan
(16,92,2)	تَكُونُوا۟	kalian menjadi
(16,92,3)	كَٱلَّتِى	seperti orang perempuan
(16,92,4)	نَقَضَتْ	merusak/mengurai
(16,92,5)	غَزْلَهَا	benangnya
(16,92,6)	مِنۢ	dari
(16,92,7)	بَعْدِ	sesudah
(16,92,8)	قُوَّةٍ	kuat
(16,92,9)	أَنكَٰثًا	tenunan/pintal
(16,92,10)	تَتَّخِذُونَ	kamu menjadikan
(16,92,11)	أَيْمَٰنَكُمْ	sumpahmu
(16,92,12)	دَخَلًۢا	tipu daya
(16,92,13)	بَيْنَكُمْ	diantara kamu
(16,92,14)	أَن	bahwa
(16,92,15)	تَكُونَ	kamu adalah
(16,92,16)	أُمَّةٌ	umat/golongan
(16,92,17)	هِىَ	ia
(16,92,18)	أَرْبَىٰ	lebih banyak
(16,92,19)	مِنْ	dari
(16,92,20)	أُمَّةٍۚ	umat/golongan
(16,92,21)	إِنَّمَا	sesungguhnya hanyalah
(16,92,22)	يَبْلُوكُمُ	mengujimu
(16,92,23)	ٱللَّهُ	Allah
(16,92,24)	بِهِۦۚ	dengannya
(16,92,25)	وَلَيُبَيِّنَنَّ	dan sungguh Dia akan menjelaskan
(16,92,26)	لَكُمْ	bagi kalian
(16,92,27)	يَوْمَ	pada hari
(16,92,28)	ٱلْقِيَٰمَةِ	kiamat
(16,92,29)	مَا	apa
(16,92,30)	كُنتُمْ	kalian adalah
(16,92,31)	فِيهِ	didalamnya
(16,92,32)	تَخْتَلِفُونَ	kamu perselisihkan
(16,93,1)	وَلَوْ	dan kalau
(16,93,2)	شَآءَ	menghendaki
(16,93,3)	ٱللَّهُ	Allah
(16,93,4)	لَجَعَلَكُمْ	niscaya Dia menjadikan kamu
(16,93,5)	أُمَّةً	umat
(16,93,6)	وَٰحِدَةً	satu
(16,93,7)	وَلَٰكِن	akan tetapi
(16,93,8)	يُضِلُّ	Dia menyesatkan
(16,93,9)	مَن	siapa
(16,93,10)	يَشَآءُ	Dia kehendaki
(16,93,11)	وَيَهْدِى	dan Dia memberi petunjuk
(16,93,12)	مَن	siapa
(16,93,13)	يَشَآءُۚ	Dia kehendaki
(16,93,14)	وَلَتُسْـَٔلُنَّ	dan sungguh kamu akan ditanya
(16,93,15)	عَمَّا	dari/tentang apa
(16,93,16)	كُنتُمْ	kalian adalah
(16,93,17)	تَعْمَلُونَ	kamu kerjakan
(16,94,1)	وَلَا	dan jangan
(16,94,2)	تَتَّخِذُوٓا۟	kamu ambil/menjadikan
(16,94,3)	أَيْمَٰنَكُمْ	sumpahmu
(16,94,4)	دَخَلًۢا	tipu daya
(16,94,5)	بَيْنَكُمْ	diantara kamu
(16,94,6)	فَتَزِلَّ	maka tergelincir
(16,94,7)	قَدَمٌۢ	tapak/kaki
(16,94,8)	بَعْدَ	sesudah
(16,94,9)	ثُبُوتِهَا	tegaknya
(16,94,10)	وَتَذُوقُوا۟	dan kamu akan merasakan
(16,94,11)	ٱلسُّوٓءَ	kejelekan/bahaya
(16,94,12)	بِمَا	dengan apa/disebabkan
(16,94,13)	صَدَدتُّمْ	kamu menghalang-halangi
(16,94,14)	عَن	dari
(16,94,15)	سَبِيلِ	jalan
(16,94,16)	ٱللَّهِۖ	Allah
(16,94,17)	وَلَكُمْ	dan bagimu
(16,94,18)	عَذَابٌ	azab
(16,94,19)	عَظِيمٌ	besar
(16,95,1)	وَلَا	dan jangan
(16,95,2)	تَشْتَرُوا۟	kamu membeli/menukar
(16,95,3)	بِعَهْدِ	dengan perjanjian
(16,95,4)	ٱللَّهِ	Allah
(16,95,5)	ثَمَنًا	harga
(16,95,6)	قَلِيلًاۚ	sedikit/murah
(16,95,7)	إِنَّمَا	sesungguhnya hanyalah
(16,95,8)	عِندَ	disisi
(16,95,9)	ٱللَّهِ	Allah
(16,95,10)	هُوَ	ia/itulah
(16,95,11)	خَيْرٌ	lebih baik
(16,95,12)	لَّكُمْ	bagi kalian
(16,95,13)	إِن	jika
(16,95,14)	كُنتُمْ	kalian adalah
(16,95,15)	تَعْلَمُونَ	(kalian) mengetahui
(16,96,1)	مَا	apa
(16,96,2)	عِندَكُمْ	disisimu
(16,96,3)	يَنفَدُۖ	akan lenyap
(16,96,4)	وَمَا	dan apa
(16,96,5)	عِندَ	disisi
(16,96,6)	ٱللَّهِ	Allah
(16,96,7)	بَاقٍۗ	kekal
(16,96,8)	وَلَنَجْزِيَنَّ	dan sungguh Kami akan memberi balasan
(16,96,9)	ٱلَّذِينَ	orang-orang yang
(16,96,10)	صَبَرُوٓا۟	(mereka) sabar
(16,96,11)	أَجْرَهُم	pahala mereka
(16,96,12)	بِأَحْسَنِ	dengan yang lebih baik
(16,96,13)	مَا	apa
(16,96,14)	كَانُوا۟	adalah mereka
(16,96,15)	يَعْمَلُونَ	mereka kerjakan
(16,97,1)	مَنْ	barang siapa
(16,97,2)	عَمِلَ	mengerjakan
(16,97,3)	صَٰلِحًا	kebajikan/saleh
(16,97,4)	مِّن	dari
(16,97,5)	ذَكَرٍ	laki-laki
(16,97,6)	أَوْ	atau
(16,97,7)	أُنثَىٰ	perempuan
(16,97,8)	وَهُوَ	dan dia
(16,97,9)	مُؤْمِنٌ	orang yang beriman
(16,97,10)	فَلَنُحْيِيَنَّهُۥ	maka sungguh Kami akan menghidupkan dia
(16,97,11)	حَيَوٰةً	penghidupan
(16,97,12)	طَيِّبَةًۖ	yang baik
(16,97,13)	وَلَنَجْزِيَنَّهُمْ	dan sungguh Kami akan memberi balasan mereka
(16,97,14)	أَجْرَهُم	pahala mereka
(16,97,15)	بِأَحْسَنِ	dengan yang lebih baik
(16,97,16)	مَا	apa
(16,97,17)	كَانُوا۟	adalah mereka
(16,97,18)	يَعْمَلُونَ	mereka kerjakan
(16,98,1)	فَإِذَا	maka apabila
(16,98,2)	قَرَأْتَ	kamu membaca
(16,98,3)	ٱلْقُرْءَانَ	Al Quran
(16,98,4)	فَٱسْتَعِذْ	maka hendaklah kamu mohon perlindungan
(16,98,5)	بِٱللَّهِ	kepada Allah
(16,98,6)	مِنَ	dari
(16,98,7)	ٱلشَّيْطَٰنِ	syaitan
(16,98,8)	ٱلرَّجِيمِ	terkutuk
(16,99,1)	إِنَّهُۥ	sesungguhnya ia (syaitan)
(16,99,2)	لَيْسَ	tidak ada
(16,99,3)	لَهُۥ	baginya
(16,99,4)	سُلْطَٰنٌ	kekuasaan
(16,99,5)	عَلَى	atas
(16,99,6)	ٱلَّذِينَ	orang-orang yang
(16,99,7)	ءَامَنُوا۟	beriman
(16,99,8)	وَعَلَىٰ	dan atas
(16,99,9)	رَبِّهِمْ	Tuhan mereka
(16,99,10)	يَتَوَكَّلُونَ	mereka bertawakkal
(16,100,1)	إِنَّمَا	sesungguhnya hanyalah
(16,100,2)	سُلْطَٰنُهُۥ	kekuasaan
(16,100,3)	عَلَى	atas
(16,100,4)	ٱلَّذِينَ	orang-orang yang
(16,100,5)	يَتَوَلَّوْنَهُۥ	mereka menjadikan pemimpin dia
(16,100,6)	وَٱلَّذِينَ	dan orang-orang yang
(16,100,7)	هُم	mereka
(16,100,8)	بِهِۦ	dengannya
(16,100,9)	مُشْرِكُونَ	orang-orang yang mempersekutukan Tuhan
(16,101,1)	وَإِذَا	dan apabila
(16,101,2)	بَدَّلْنَآ	Kami ganti
(16,101,3)	ءَايَةً	suatu ayat
(16,101,4)	مَّكَانَ	ditempat
(16,101,5)	ءَايَةٍۙ	ayat
(16,101,6)	وَٱللَّهُ	dan Allah
(16,101,7)	أَعْلَمُ	lebih mengetahui
(16,101,8)	بِمَا	dengan/terhadap apa
(16,101,9)	يُنَزِّلُ	Dia turunkan
(16,101,10)	قَالُوٓا۟	mereka berkata
(16,101,11)	إِنَّمَآ	sesungguhnya hanyalah
(16,101,12)	أَنتَ	kamu
(16,101,13)	مُفْتَرٍۭۚ	mengada-adakan
(16,101,14)	بَلْ	bahkan/tetapi
(16,101,15)	أَكْثَرُهُمْ	kebanyakan mereka
(16,101,16)	لَا	tidak
(16,101,17)	يَعْلَمُونَ	mereka mengetahui
(16,102,1)	قُلْ	katakan
(16,102,2)	نَزَّلَهُۥ	menurunkannya
(16,102,3)	رُوحُ	Ruhul
(16,102,4)	ٱلْقُدُسِ	Qudus
(16,102,5)	مِن	dari
(16,102,6)	رَّبِّكَ	Tuhanmu
(16,102,7)	بِٱلْحَقِّ	dengan kebenaran
(16,102,8)	لِيُثَبِّتَ	untuk meneguhkan
(16,102,9)	ٱلَّذِينَ	orang-orang yang
(16,102,10)	ءَامَنُوا۟	beriman
(16,102,11)	وَهُدًى	dan petunjuk
(16,102,12)	وَبُشْرَىٰ	dan kabar gembira
(16,102,13)	لِلْمُسْلِمِينَ	bagi orang-orang yang berserah diri
(16,103,1)	وَلَقَدْ	dan sesungguhnya
(16,103,2)	نَعْلَمُ	Kami mengetahui
(16,103,3)	أَنَّهُمْ	bahwasanya mereka
(16,103,4)	يَقُولُونَ	(mereka) mengatakan
(16,103,5)	إِنَّمَا	sesungguhnya hanyalah
(16,103,6)	يُعَلِّمُهُۥ	mengejar dia (Muhammad)
(16,103,7)	بَشَرٌۗ	seorang manusia
(16,103,8)	لِّسَانُ	lisan/bahasa
(16,103,9)	ٱلَّذِى	yang
(16,103,10)	يُلْحِدُونَ	mereka tuduhkan
(16,103,11)	إِلَيْهِ	kepadanya
(16,103,12)	أَعْجَمِىٌّ	bahasa ajam
(16,103,13)	وَهَٰذَا	dan/sedang ini (Al Quran)
(16,103,14)	لِسَانٌ	lisan/bahasa
(16,103,15)	عَرَبِىٌّ	Arab
(16,103,16)	مُّبِينٌ	yang nyata
(16,104,1)	إِنَّ	sesungguhnya
(16,104,2)	ٱلَّذِينَ	orang-orang yang
(16,104,3)	لَا	tidak
(16,104,4)	يُؤْمِنُونَ	beriman
(16,104,5)	بِـَٔايَٰتِ	kepada ayat-ayat
(16,104,6)	ٱللَّهِ	Allah
(16,104,7)	لَا	tidak
(16,104,8)	يَهْدِيهِمُ	memberi petunjuk mereka
(16,104,9)	ٱللَّهُ	Allah
(16,104,10)	وَلَهُمْ	dan bagi mereka
(16,104,11)	عَذَابٌ	azab
(16,104,12)	أَلِيمٌ	yang pedih
(16,105,1)	إِنَّمَا	sesungguhnya hanyalah
(16,105,2)	يَفْتَرِى	mengada-adakan
(16,105,3)	ٱلْكَذِبَ	kedustaan
(16,105,4)	ٱلَّذِينَ	orang-orang yang
(16,105,5)	لَا	tidak
(16,105,6)	يُؤْمِنُونَ	mereka beriman
(16,105,7)	بِـَٔايَٰتِ	kepada ayat-ayat
(16,105,8)	ٱللَّهِۖ	Allah
(16,105,9)	وَأُو۟لَٰٓئِكَ	dan mereka itu
(16,105,10)	هُمُ	mereka
(16,105,11)	ٱلْكَٰذِبُونَ	orang-orang pendusta
(16,106,1)	مَن	barang siapa
(16,106,2)	كَفَرَ	kafir
(16,106,3)	بِٱللَّهِ	kepada Allah
(16,106,4)	مِنۢ	dari
(16,106,5)	بَعْدِ	sesudah
(16,106,6)	إِيمَٰنِهِۦٓ	imannya
(16,106,7)	إِلَّا	kecuali
(16,106,8)	مَنْ	orang
(16,106,9)	أُكْرِهَ	dipaksa
(16,106,10)	وَقَلْبُهُۥ	dan hatinya
(16,106,11)	مُطْمَئِنٌّۢ	tenteram
(16,106,12)	بِٱلْإِيمَٰنِ	dengan iman
(16,106,13)	وَلَٰكِن	akan tetapi
(16,106,14)	مَّن	barang siapa
(16,106,15)	شَرَحَ	melapangkan
(16,106,16)	بِٱلْكُفْرِ	dengan kakafiran
(16,106,17)	صَدْرًا	dada
(16,106,18)	فَعَلَيْهِمْ	maka atas mereka
(16,106,19)	غَضَبٌ	kemurkaan
(16,106,20)	مِّنَ	dari
(16,106,21)	ٱللَّهِ	Allah
(16,106,22)	وَلَهُمْ	dan bagi mereka
(16,106,23)	عَذَابٌ	azab
(16,106,24)	عَظِيمٌ	besar
(16,107,1)	ذَٰلِكَ	demikian itu
(16,107,2)	بِأَنَّهُمُ	bahwasanya mereka
(16,107,3)	ٱسْتَحَبُّوا۟	sangat mencintai
(16,107,4)	ٱلْحَيَوٰةَ	kehidupan
(16,107,5)	ٱلدُّنْيَا	dunia
(16,107,6)	عَلَى	atas
